voter_id,documento_hash,edad,fecha_nacimiento,fecha_defuncion,estado_documento,condicion_legal,habilitado_legalmente,estado_padron,municipio,zona_id,circunscripcion_autorizada,mesa_asignada
V000814,17cecf2ff14b2a73d686,34,1992-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V000815,280c52d074cf3f8c10aa,60,1966-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V000816,782d544434c03aa51bc1,76,1950-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000817,06f4fb04c9705f6afde5,68,1958-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000818,22772689ef26fa5c48a4,71,1955-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000819,f540c4f4250d631a0833,41,1985-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000820,7493b35526a26b74ddbf,42,1984-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000821,e94591c95847b32d3818,88,1938-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V000822,ca7862c0618d01b67cb6,69,1957-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-024
V000823,eb266708f375a1734146,87,1939-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V000824,caa1f05a438a3fcd0427,50,1976-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000825,50ff26ba07f436a9be2e,66,1960-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-008
V000826,0c88e1d4bea034bc3a2f,46,1980-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000827,af47890a80f8a4c29ddc,80,1946-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V000828,6ebe064be22e4cb1ee71,39,1987-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-005
V000829,2f76987082d801ad1334,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V000830,741ed4925c9dc9ed1085,45,1981-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V000831,24ee9fccc791e78e82f8,66,1960-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000832,97613c07cf789a5d10b4,88,1938-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V000833,f9cb1737c5ccb3a166a3,66,1960-06-03,,cancelado,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-029
V000834,d5637af47c43920d0fd3,37,1989-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-003
V000835,b8c44a745941332ac9c6,80,1946-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000836,11b2d85faccfccb893c6,78,1948-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000837,7effa39f132c70fafbf7,66,1960-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V000838,11ebbdc0da8b2223e7a2,88,1938-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V000839,3cacb572dde6e301ac50,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000840,4086c0897a7cb9444603,30,1996-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000841,84c9f4a06a64ac7b1401,68,1958-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000842,29b114a0063d884d60f1,16,2010-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V000843,4e9d0c5008310596068a,79,1947-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V000844,d7837d7b64e9ecebc5de,49,1977-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V000845,aec793e75d4f62bd7141,47,1979-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000846,71f738bb04235d5d95ac,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000847,22452886a858c839b364,66,1960-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000848,ed6e01becf5398abedfa,62,1964-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000849,966086d429a28e47cd0a,47,1979-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-060
V000850,a389707e5a74065a14aa,33,1993-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V000851,0ab426b198c41936f461,57,1969-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V000852,b61c2f2ef0d935e00a43,36,1990-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000853,68588be09c6355ff6e68,35,1991-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-013
V000854,ac756d873447a129ca9b,18,2008-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-005
V000855,8090841eaf2e1517bbff,64,1962-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V000856,f820bc4198a0761f08ea,83,1943-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V000857,d2461ca4008a835918e0,55,1971-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V000858,6d14052b5dc22258981f,68,1958-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000859,41e96f263b98a81e534f,80,1946-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V000860,5e743af70799fbf2911a,21,2005-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000861,ccaf5227b28683d8206c,18,2008-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000862,15048df30007756374a4,25,2001-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000863,f6f29107147e08b1de01,46,1980-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V000864,5cf36f2834a3a5e8a8f1,72,1954-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000865,fb780c90be14acbf2e46,20,2006-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000866,cd01d4edfe5e7192c751,49,1977-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-032
V000867,eab852ea663d6b2e94a0,27,1999-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000868,d168d6bb2f18f9149e7a,51,1975-06-04,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-070
V000869,c92e3e365de2ac55555a,72,1954-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-065
V000870,9fdb2430324d635ea2c3,49,1977-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000871,caf2853f0ea2a99720b5,67,1959-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-011
V000872,ecba9d640d1810aca5d6,24,2002-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-026
V000873,cdf527f8d1ad13294692,25,2001-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000874,0700838101c54cc82258,82,1944-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V000875,04798b0dec7c1b8e701f,74,1952-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000876,e183e2dfcabe0ce14b65,84,1942-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000877,ab3dfac41554529aed70,76,1950-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000878,c30dcbd25fc31591656c,89,1937-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000879,8618ad18be38474a45c7,71,1955-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000880,3e692f9cb5406309043f,84,1942-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000881,0ac3ec993dab16d6fcf7,68,1958-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000882,deabb38a55ce07f7a413,25,2001-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000883,a7e3704f9900bd4287b2,51,1975-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000884,5bd5dfc4c9d63d41c40e,52,1974-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000885,96ccfbaae6ae4606b8a7,49,1977-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V000886,950b62e7a8be3330c4d0,63,1963-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V000887,a0ef34a09772d2a4ec5c,33,1993-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V000888,3b3cbf907b98cf95a2d0,85,1941-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V000889,fdc98b39de24e7c05eda,54,1972-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V000890,d3a586bbfd4a68e3af46,17,2009-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000891,a75d2662286c2eba67b7,31,1995-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000892,a82add5006ba0d6a213c,72,1954-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000893,71e5367d3fe27c0f2bef,65,1961-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000894,9994a1a39a95889446fc,24,2002-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000895,2c39305cd00d1faea8d7,24,2002-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000896,c320c395b97fb7610a0d,50,1976-06-03,,cancelado,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000897,fd91c099c0508afd6e93,40,1986-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000898,1a8ef94e8b9557ef9e53,36,1990-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000899,801f6207216bf00fca84,36,1990-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-075
V000900,66a862c8ccb3153191b4,53,1973-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000901,62c2b38893987622c185,46,1980-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000902,881b1e83c6d4b3ded616,77,1949-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000903,20f086fb00b32c500ce7,19,2007-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000904,dfd6578b7d220c485d54,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-033
V000905,45ec089892cb39c26dc8,64,1962-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000906,0cdbcbab78b373b38b56,17,2009-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000907,fca2ed29c549ce4c9bb7,125,1901-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-072
V000908,d720e5932c265e534ae1,28,1998-06-03,,cancelado,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000909,a8baae1c99d42203b486,15,2011-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-074
V000910,5ba000ecd7e665362d5d,84,1942-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000911,d49c5cb863b1f2379408,29,1997-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000912,fed3a3b78ca3c9a00b0a,37,1989-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000913,5df68c9096818a9c37f9,22,2004-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000914,44a024e011a6aec2c01e,54,1972-06-03,2026-03-05,vigente,fallecido,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-005
V000915,6ff397c681dbfa505ae1,125,1901-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-054
V000916,4df6fee804e8f826cc4d,15,2011-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000917,c49e2a597391452345e1,70,1956-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V000918,afc8c1571978ea6863df,61,1965-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-012
V000919,64ba0984ccc4f240dda4,16,2010-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000920,bf584e23293f2fc34022,47,1979-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000921,cf73a172ba7f9ff6d809,76,1950-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000922,0f619a0f0d0271ec5e48,31,1995-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V000923,d657528d343c71e52e35,26,2000-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-025
V000924,64d5701aa7b54a36a2f2,120,1906-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000925,903435f915c33015d406,83,1943-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V000926,a8e689e24d309aa5e868,42,1984-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V000927,90950312027661a625c8,90,1936-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-009
V000928,67622057d774858966de,39,1987-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-061
V000929,56bd3b04a86c41d0966e,21,2005-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000930,f7d51febcdc7624c98e1,43,1983-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V000931,7ab985e128b8aaea3a88,75,1951-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000932,0bcfc85c3bb52d594a18,46,1980-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V000933,1666e8ee5a5670ea3267,54,1972-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-063
V000934,78cf696defd471829164,87,1939-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V000935,c002c4e96e42986805d1,35,1991-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000936,9d918fe07a7be882c538,59,1967-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V000937,2427550ca8deeeedd718,58,1968-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-045
V000938,b7532900774e8ea0d40a,55,1971-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-050
V000939,b107c26b775dc2fb0bf7,51,1975-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000940,2dc47b39222ec050ca94,34,1992-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000941,9a05ff1a701675891627,54,1972-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000942,53094b7d424321831f7d,42,1984-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000943,3e854c24e8c10bfa516b,44,1982-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000944,56bbf7b78c57ea0c5e1e,74,1952-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V000945,6c47e72c240cefb81389,48,1978-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-001
V000946,ac76bc790b8b3bf92fe4,23,2003-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V000947,01e81a8e1d86ce925999,57,1969-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V000948,e14c9fdf57aec926cdf9,29,1997-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-035
V000949,9c57ef24251a02b4e5b7,70,1956-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-046
V000950,8ed245983bc5c95228a9,88,1938-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V000951,ed31688f285cac41539f,27,1999-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-039
V000952,598e1481e4fede64c7b9,62,1964-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000953,75d5fb79371a42e29ad8,34,1992-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V000954,744ecb123e3fb657e56f,43,1983-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-038
V000955,57949ad3e1fbc917b18a,79,1947-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000956,73eb33adb50af78d7937,63,1963-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-022
V000957,9e8475b53515c63b2c25,81,1945-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-004
V000958,8fcb7567e9828709af90,19,2007-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000959,a4ed588d7667c6320387,71,1955-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-059
V000960,3e8cec282b56f6f6d201,82,1944-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-073
V000961,bac2e876be21bba8fb7f,68,1958-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000962,afdfe0ac1960bbc82bca,70,1956-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-071
V000963,c942684af0be7cf49a3d,53,1973-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-002
V000964,3c14c460b7968ad0afb2,43,1983-06-04,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000965,fff10e191a7f87526645,46,1980-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000966,068b0a3765ce1e0fa7c8,38,1988-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-040
V000967,e354b4933ac89d89fbec,28,1998-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-048
V000968,98cdb8335be84636e141,57,1969-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-051
V000969,b68bb55473046966a49c,28,1998-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-043
V000970,b9ca36ddbc929c83aae2,53,1973-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V000971,144a37fbc386ab5b10a9,76,1950-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000972,969c4d4924150defbeb9,56,1970-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000973,a5ff748883e17b75e285,71,1955-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-057
V000974,c5767e4581e189f6320d,72,1954-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V000975,b8c040a680ca3db59a27,41,1985-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-015
V000976,cc29430f76b47b3994b1,39,1987-06-04,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-027
V000977,cbbe6837d72cdedba974,86,1940-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000978,a63dea63274b4828987a,73,1953-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-080
V000979,1838533c22ee93569521,50,1976-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-064
V000980,73512228ae734ed31248,53,1973-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V000981,3d624d0e008d71ded5f0,37,1989-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V000982,355c7a89835b9a816863,79,1947-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-067
V000983,90bd361c2d62c1e0ce33,90,1936-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-049
V000984,b7cc1067e00528e10736,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-076
V000985,938b75335cd01a5ba452,83,1943-06-04,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V000986,41c09ee088bcb49c7cb2,90,1936-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-056
V000987,a41ebd1b5bf0ab11442f,90,1936-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V000988,85c3eeaf1ebf42d76a5d,57,1969-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V000989,1dcdd006191a222aef61,123,1903-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-031
V000990,ee65085392c4f874270f,18,2008-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-058
V000991,0a16a1895d5e750abd89,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-053
V000992,2bc40c71d85ef4d9a9f1,60,1966-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000993,d0947e138b637d1bf9a1,59,1967-06-04,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-023
V000994,b5119b46506b159125f0,42,1984-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-028
V000995,ba35e70e0d1a15229f91,56,1970-06-03,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-016
V000996,5355d25e6a0338a3ef68,52,1974-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V000997,b3869c4931f83a115a00,20,2006-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-021
V000998,94dc2bf100419b3b8cbe,61,1965-06-03,,vigente,normal,1,activo,MUN-04,ZONA-04,CIRC-04,MESA-079
V000999,0c2c299a238b8fdbb2b2,68,1958-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-017
V001000,9a23747368bf3f40208a,29,1997-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-037
V001001,c536d21f0845a924f1d2,36,1990-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
V001002,8b25bd0ea03ff63053b9,61,1965-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V001003,16cf35208cce3a083eb2,76,1950-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-030
V001004,c9cb4a43bbd9536bb7ff,66,1960-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-045
V001005,004cbfbbef0aedcaf6a0,78,1948-06-03,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-018
V001006,bfe4427d8f8672fb7ec4,34,1992-06-03,,vigente,normal,1,activo,MUN-03,ZONA-03,CIRC-03,MESA-078
V001007,125eaab0d3b823be0248,74,1952-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-062
V001008,63e13ccbc9d87e9007a8,72,1954-06-03,,vigente,normal,1,activo,MUN-01,ZONA-01,CIRC-01,MESA-036
V001009,4ada6b101f95bd961099,64,1962-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-052
V001010,274a1a3bddc03148dcfd,29,1997-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-019
V001011,38b1d15bf8d5ceccbbb4,79,1947-06-04,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V001012,33018096c8346ba0fcfb,25,2001-06-03,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-007
V001013,e1d57d14ec05fbf79f8f,38,1988-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-044
V001014,2c518cf2ddcbb0c0cbb1,87,1939-06-04,,vigente,normal,1,activo,MUN-03,ZONA-08,CIRC-03,MESA-068
V001015,8b467a3e1dab69b43766,89,1937-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-034
V001016,a55fbffbfe6b91c4f6bf,42,1984-06-03,2025-11-01,vigente,fallecido,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-066
V001017,2d85e12360bc80b57ecc,17,2009-06-03,,vigente,normal,1,activo,MUN-04,ZONA-09,CIRC-04,MESA-069
V001018,96a59a9e4d9993329ffe,32,1994-06-03,,vigente,normal,1,activo,MUN-05,ZONA-05,CIRC-05,MESA-055
V001019,589a14d22f0f0c009971,76,1950-06-03,,vigente,normal,1,activo,MUN-05,ZONA-10,CIRC-05,MESA-010
V001020,d7882a0466347dc111aa,43,1983-06-04,,vigente,normal,1,activo,MUN-02,ZONA-07,CIRC-02,MESA-042
V001021,db3442397198046201f4,43,1983-06-04,,vigente,normal,1,activo,MUN-01,ZONA-06,CIRC-01,MESA-041
V001022,6a373f634c1f87ed941c,64,1962-06-03,,vigente,normal,1,activo,MUN-02,ZONA-02,CIRC-02,MESA-077
